ILUCONBCRHNWB,"$ 1,209.54",
ILUCONBCRHNWB,"$ 1,209.54",
ILUCONBCRHNWN,"$ 1,209.54",
ILUCONBCRHNWN,"$ 1,209.54",
ILUCONBCRHWWB,"$ 1,209.54",
ILUCONBCRHWWB,"$ 1,209.54",
ILUCONBCRHWWN,"$ 1,209.54",
ILUCONBCRHWWN,"$ 1,209.54",
ILUCONBTHNWB,"$ 1,061.62",
ILUCONBTHNWB,"$ 1,061.62",
ILUCONBTHNWN,"$ 1,061.62",
ILUCONBTHNWN,"$ 1,061.62",
ILUCONBTHWWB,"$ 1,061.62",
ILUCONBTHWWB,"$ 1,061.62",
ILUCONBTHWWN,"$ 1,061.62",
ILUCONBTHWWN,"$ 1,061.62",
ILUCONBXHNWB,"$ 1,296.68",
ILUCONBXHNWB,"$ 1,296.68",
ILUCONBXHNWN,"$ 1,296.68",
ILUCONBXHNWN,"$ 1,296.68",
ILUCONBXHWWB,"$ 1,296.68",
ILUCONBXHWWB,"$ 1,296.68",
ILUCONBXHWWN,"$ 1,296.68",
ILUCONBXHWWN,"$ 1,296.68",
ILUCONCRE4.5W06,"$ 1,217.02",
ILUCONCRE4.5W07,$ 920.70,
ILUCONCREE1402,$ 814.03,
ILUCONCREE1403,$ 814.03,
ILUCONG90HNW,$ 434.24,
ILUCONG90HWW,$ 434.24,
ILUCONGTHNW,$ 525.09,
ILUCONGTHWW,$ 525.09,
ILUCONGXHNW,$ 661.95,
ILUCONGXHWW,$ 661.95,
ILUCONO17E27BE,$ 485.28,
ILUCONSPMR6WWWB,"$ 1,119.87",
ILUCONSTAIRAPP,"$ 2,711.08",
ILUCONWS,$ 110.00,
ILUCONWS120HT,$ 48.54,
ILUCONWS180HT,$ 48.54,
ILUCONWS90HT,$ 48.54,
ILUCONWSTHT,$ 48.54,
ILUCONWSXHT,$ 48.54,
ILUCONWSYHT,$ 48.54,
ILUCOPLE90RIELB,$ 64.07,
ILUCOPLE90RIELW,$ 64.07,
